TransactionID,CustomerName,PhoneNumber,City,CardNumber,TransactionDate,Amount,Merchant,Category,IsFraud
1135,Mahika Ahluwalia,+919109048866,Mango,4567322348749396,2024-03-29 20:00:13,10095.49,Amazon India,Electronics,0
1136,Raagini Bhardwaj,0937164581,Baranagar,4264478937859545,2024-04-08 22:50:35,27524.67,Tata Cliq,Recharge & Bills,0
1137,Eshana De,9056651837,Hospet,4734669447338788,2025-02-10 01:47:43,48168.05,Myntra,Transport,0
1138,Tanish Thakur,+916250230899,Parbhani,4198883743450960,2024-09-17 19:11:34,9806.81,Swiggy,Recharge & Bills,1
1139,Ishani Ramachandran,+913871088035,Gurgaon,4924343548695211,2024-05-15 23:05:38,8834.24,Tata Cliq,Electronics,0
1140,Finn Sandhu,+912215039655,Ambala,4660490376474769,2024-12-14 18:44:12,25208.14,Zomato,Electronics,0
1141,Aarav Chaudhry,+918550029573,Aligarh,4900415893335284,2024-08-13 00:30:13,47839.8,Tata Cliq,Recharge & Bills,0
1142,Ranveer Rattan,5055191939,Katihar,4124571815806198,2024-06-27 02:45:00,22194.16,Swiggy,Recharge & Bills,0
1143,Jasmit Badal,01961293321,Parbhani,4186717080492934,2024-12-04 02:13:55,12239.34,Zomato,Travel,0
1144,Lekha Dubey,7480661126,Patna,4220940037177584,2024-10-06 06:29:06,44836.54,Amazon India,Travel,0
1145,Finn Dara,2399330255,Amaravati,4069516571211866,2024-03-23 03:15:47,3470.96,Reliance Digital,Transport,0
1146,Hritik Ravel,0450521120,Bhusawal,4062314596889107,2025-02-09 19:10:41,20680.06,Zomato,Utilities,0
1147,Aahana Barad,3469544950,Hyderabad,4816418044608198,2024-09-14 11:31:09,35070.85,Myntra,Transport,0
1148,Banjeet Sur,02941429049,Malda,4806274566983986,2025-02-22 15:30:02,20006.64,Zomato,Electronics,0
1149,Mahika Mangal,02861746859,Guntur,4625384766919539,2024-03-21 21:42:58,9006.44,Zomato,Food & Dining,0
1150,Anamika Ratta,9670165627,Sagar,4297611662866035,2024-07-02 06:08:10,28728.26,Big Bazaar,Transport,0
1151,Madhavi Bandi,+918589496172,Mirzapur,4215723125242354,2024-05-02 06:08:17,10063.36,Reliance Digital,Entertainment,0
1152,Victor Mani,2322109129,Rampur,4520535313184564,2024-03-10 22:31:09,10218.05,Reliance Digital,Recharge & Bills,0
1153,Daksha Bath,+911168231379,Ambala,4141408783437798,2024-12-25 10:09:31,38969.03,Flipkart,Electronics,0
1154,Janaki Thaman,07452634888,Thiruvananthapuram,4009624265789636,2024-11-23 06:37:35,33204.86,Snapdeal,Groceries,0
1155,Aryan Narula,+913455388287,Chennai,4254422535117882,2024-12-23 13:07:14,27119.55,Amazon India,Travel,0
1156,Farhan Dayal,+917531368593,Serampore,4767666082887459,2024-12-03 22:49:11,15839.3,Snapdeal,Entertainment,0
1157,Bhavini Parekh,+919964574433,Hindupur,4621074144301062,2024-04-05 04:00:08,49221.29,Tata Cliq,Entertainment,0
1158,Aryan Bath,3434499758,Suryapet,4115333497296979,2024-03-15 12:48:10,37533.45,Big Bazaar,Groceries,0
1159,Aadhya Kalla,06382749033,Nanded,4188817860215998,2024-05-03 01:28:37,21216.48,Tata Cliq,Groceries,0
1160,Meghana Sheth,07774070366,Nagercoil,4239548070473148,2024-12-13 16:27:26,19746.47,Big Bazaar,Travel,0
1161,Yahvi Sagar,2784726439,Davanagere,4007622821282197,2025-01-20 10:01:58,34942.4,Paytm Mall,Food & Dining,0
1162,Qabil Jain,04358498118,Bhiwani,4459692066604853,2024-06-02 10:02:36,689.82,Reliance Digital,Health & Wellness,0
1163,Krisha Krishnan,8116595585,Rourkela,4124210637817048,2024-10-07 14:32:48,16339.27,Snapdeal,Entertainment,0
1164,Triya Sane,7775935861,Tirupati,4937931363659729,2024-09-10 07:46:09,13216.17,Myntra,Travel,0
1165,Kalpit Handa,+919907615001,Jodhpur,4749195380884268,2025-01-03 23:06:34,17220.51,Big Bazaar,Travel,0
1166,Advika Arya,+910861647904,Tiruvottiyur,4915480442364790,2024-05-04 03:55:27,21012.74,Zomato,Food & Dining,0
1167,Jagat Bath,+913726432058,Tezpur,4380679967367205,2024-10-17 06:50:17,14053.51,Big Bazaar,Recharge & Bills,0
1168,Jack Nayak,09177326096,Vellore,4245971557932778,2024-03-07 05:33:04,28837.05,Reliance Digital,Electronics,0
1169,Nirja Mahal,07026327676,Hindupur,4108597358679437,2024-11-30 02:28:08,40223.97,Tata Cliq,Health & Wellness,0
1170,Anvi Savant,05024053772,Karaikudi,4458766949471556,2025-01-25 10:52:56,9883.55,Big Bazaar,Travel,0
1171,Vasatika Vohra,+915383385693,Medininagar,4896539450375486,2025-02-04 03:20:34,8912.7,Paytm Mall,Clothing,0
1172,Gagan Pandey,+916324051026,Hazaribagh,4369648040737309,2025-01-10 07:06:52,42484.56,Tata Cliq,Utilities,0
1173,Yug Kamdar,+917399741592,Ramgarh,4879633467464663,2024-12-19 00:26:27,39288.11,Myntra,Entertainment,0
1174,Zarna Lala,7797383306,Firozabad,4101027607819516,2024-08-03 14:32:09,28434.94,Swiggy,Electronics,0
1175,Unni Balakrishnan,6875670718,Kozhikode,4357547893505264,2024-03-16 18:45:31,3095.82,Myntra,Travel,0
1176,Harsh Johal,+917687058079,Varanasi,4361391237745995,2024-09-22 18:33:14,4905.46,Zomato,Entertainment,0
1177,Yauvani Hayre,+913485736540,Firozabad,4510640707838478,2024-09-26 15:40:29,28061.47,Myntra,Food & Dining,1
1178,Priya Tailor,8598444088,Dharmavaram,4728090317883647,2024-06-07 21:23:05,6149.75,Snapdeal,Transport,0
1179,Nathan Jhaveri,0299966330,Sambalpur,4032075605269907,2024-04-21 16:51:41,32528.29,Tata Cliq,Clothing,0
1180,Sathvik Gade,+911295318500,Warangal,4654030799154024,2024-11-24 13:42:27,14301.98,Zomato,Utilities,0
1181,Hiral Mishra,4738577973,Gopalpur,4182068204810930,2025-02-20 21:30:41,36852.66,Flipkart,Health & Wellness,0
1182,Karan Pant,+918525576881,Sonipat,4538151827238266,2025-03-01 08:14:11,23241.23,Big Bazaar,Clothing,0
1183,Alexander Menon,8491508924,Vellore,4308196954487614,2024-11-21 16:38:22,46435.48,Swiggy,Recharge & Bills,0
1184,David Tripathi,2277547777,Serampore,4035076955593554,2024-09-17 20:59:06,42460.15,Flipkart,Electronics,0
1185,Anay Tak,+914559484967,Aligarh,4541238724937978,2024-10-29 13:56:45,11488.08,Zomato,Entertainment,0
1186,Om Seshadri,07490641227,Karawal Nagar,4623956712559352,2025-02-17 15:07:38,30308.71,Swiggy,Entertainment,0
1187,Wridesh Mann,05955621683,Serampore,4531451341700545,2024-07-24 00:59:03,39070.6,Zomato,Recharge & Bills,0
1188,Chaaya Iyer,+917155785219,Ballia,4668089504910868,2024-12-24 06:52:45,22569.4,Big Bazaar,Clothing,0
1189,Aryan Chakrabarti,+915583911153,Varanasi,4368609316089883,2024-10-02 15:20:23,6339.49,Reliance Digital,Entertainment,0
1190,Warinder Sem,2188938447,Haridwar,4640093339637905,2024-05-15 07:01:40,35064.78,Flipkart,Transport,0
1191,Radhika Master,04264404783,Shimla,4663420834812422,2024-12-17 23:11:24,5240.16,Flipkart,Travel,0
1192,Lipika Vyas,01446939953,Khammam,4637958187744992,2024-05-09 00:15:15,1415.61,Swiggy,Utilities,0
1193,Amrita Rama,06811822923,Shimoga,4664239402690898,2025-01-11 04:17:49,4254.23,Myntra,Recharge & Bills,0
1194,Samar Varma,07485783045,Bhimavaram,4872203733784067,2024-11-21 19:16:31,32776.15,Swiggy,Entertainment,0
1195,Varenya Samra,04943632705,Aligarh,4576578680055127,2025-02-23 10:14:55,36905.9,Paytm Mall,Clothing,0
1196,Harish Pillay,+910351919850,Alappuzha,4653442004218679,2024-06-09 13:58:52,41942.04,Amazon India,Groceries,0
1197,Pallavi Roy,3279042338,Mumbai,4133585081432298,2024-09-14 22:09:18,43032.4,Zomato,Travel,0
1198,Chakrika Ray,09905270259,Bareilly,4089170052291843,2024-07-18 05:29:51,43557.82,Myntra,Utilities,0
1199,Advay Dua,+911689745371,Amroha,4435830407751301,2024-08-17 17:29:48,48480.16,Tata Cliq,Clothing,0
1200,Mitali Bassi,+913361655806,Chandrapur,4204319274312669,2024-08-11 04:13:38,22881.52,Snapdeal,Health & Wellness,0
1201,Isaiah Amble,+915687069057,Madurai,4555267203670274,2024-12-10 15:38:19,32012.46,Myntra,Food & Dining,0
1202,Anjali Wagle,09516570794,Ulhasnagar,4181679323539332,2024-03-10 22:53:23,11433.71,Flipkart,Travel,0
1203,Bakhshi Modi,+911548805109,Jhansi,4830242646855193,2024-03-14 00:04:26,20668.97,Big Bazaar,Entertainment,1
1204,Aarnav Zachariah,01643770217,Gopalpur,4653363305754370,2024-12-01 12:55:10,26213.48,Big Bazaar,Food & Dining,0
1205,Ikbal Setty,09750591739,Ludhiana,4012592833971785,2024-07-27 18:13:47,26801.43,Paytm Mall,Travel,0
1206,Bhavna Tata,+918944065452,Aurangabad,4055916983317937,2025-02-12 20:43:51,38316.87,Myntra,Recharge & Bills,0
1207,Pavani Din,2719260261,Kishanganj,4570765094620788,2025-02-09 12:18:34,460.18,Zomato,Transport,0
1208,Unni Bawa,+913276280587,Pallavaram,4801093609194905,2025-01-14 19:42:17,28071.66,Swiggy,Transport,0
1209,Damini Saraf,+917735956919,Jalgaon,4014972682119561,2024-11-10 22:11:59,36882.18,Swiggy,Health & Wellness,0
1210,Ishanvi Cherian,07486735818,Gorakhpur,4513563974892506,2024-03-23 09:14:36,4052.57,Reliance Digital,Utilities,0
1211,Wahab Pradhan,09997125201,Ghaziabad,4748747793599585,2024-07-01 15:43:16,45506.72,Myntra,Entertainment,0
1212,Kala Khare,0313878305,Bettiah,4469126719196999,2024-05-16 22:15:01,26644.02,Myntra,Health & Wellness,0
1213,Zehaan Srinivasan,1128269934,Bhilai,4875335526202944,2024-12-30 15:55:19,3516.35,Big Bazaar,Entertainment,0
1214,Aradhana Sarna,00557779174,Srinagar,4392229317786500,2025-01-06 12:33:36,22821.62,Paytm Mall,Entertainment,0
1215,Tripti Dugar,+919480369575,Gaya,4434535381157505,2025-01-31 07:31:35,24650.6,Zomato,Groceries,0
1216,Vedant Mahajan,01010427974,Karnal,4339168670885507,2024-08-06 17:03:36,48488.84,Amazon India,Clothing,0
1217,Yatan Pingle,05384811157,Maheshtala,4921018188969919,2024-05-26 15:04:10,14177.52,Big Bazaar,Travel,0
1218,Aarush Gokhale,+913546922394,Unnao,4756016426245548,2024-08-13 02:45:32,11717.24,Big Bazaar,Groceries,0
1219,Zaid Vora,+910795163521,Guwahati,4734346609547007,2024-08-13 11:05:55,17161.45,Myntra,Travel,0
1220,Frederick Wadhwa,5413336650,Kadapa,4022417561680952,2024-08-20 20:12:35,23237.85,Amazon India,Food & Dining,0
1221,Forum Goel,4922191142,Ambala,4915658179157822,2024-10-10 05:04:27,37553.42,Big Bazaar,Groceries,0
1222,Nitara Nagy,+910120174020,Aizawl,4414013856993915,2024-06-22 23:04:34,19681.85,Tata Cliq,Travel,0
1223,Yug Rajan,05916449153,Raipur,4988866594818272,2024-05-15 22:39:24,44795.38,Myntra,Health & Wellness,0
1224,Zashil Arora,2246267132,Kolhapur,4113085231568236,2024-06-25 00:34:07,6185.88,Reliance Digital,Health & Wellness,0
1225,Wakeeta Sandhu,6740877210,Sonipat,4342386707760429,2024-10-30 21:29:31,22203.75,Amazon India,Transport,0
1226,Hemangini Malhotra,+916541689392,Raebareli,4400330510972473,2025-01-10 20:07:23,38572.7,Tata Cliq,Transport,0
1227,Tripti Sandhu,0704235731,Adoni,4985238182893633,2024-11-19 21:51:47,34103.97,Myntra,Food & Dining,0
1228,Aarush Tandon,05088494999,Davanagere,4116992135347053,2024-03-07 02:58:27,36439.03,Tata Cliq,Utilities,0
1229,Ati Parmer,02259551330,Pudukkottai,4768662138059515,2024-10-27 17:08:11,24113.36,Myntra,Transport,0
1230,Victor Sanghvi,+916590504173,Ajmer,4541963511096742,2024-07-15 12:44:54,2699.17,Reliance Digital,Electronics,0
1231,Ridhi Bhatnagar,9935475211,Gandhidham,4342678703238123,2024-09-20 20:17:50,21764.67,Amazon India,Clothing,0
1232,Neel Khosla,+916594003818,Latur,4963731149331081,2024-09-16 03:38:55,29276.37,Swiggy,Transport,1
1233,Sara Bath,+918461687873,Rajkot,4485100218241408,2024-10-01 17:27:08,2195.47,Paytm Mall,Recharge & Bills,0
1234,Damyanti Mody,+911065100460,Ahmedabad,4999703204347433,2024-12-10 17:37:45,38562.77,Reliance Digital,Clothing,0
1235,Vincent Parikh,07217618989,Begusarai,4131355579420722,2024-11-25 08:29:26,34328.64,Zomato,Groceries,0
1236,Udant Shan,2048730451,Imphal,4767751387712394,2024-09-29 00:52:24,32264.29,Tata Cliq,Electronics,0
1237,Banjeet Kota,1575859391,Mathura,4868173418807960,2024-12-31 22:45:02,11710.46,Tata Cliq,Food & Dining,0
1238,Nirja Kari,5670207153,Karaikudi,4205449339271953,2024-06-10 04:55:04,21992.07,Reliance Digital,Groceries,0
1239,Tamanna Sidhu,8889221007,Bangalore,4205555354407890,2024-11-22 14:17:56,17972.56,Big Bazaar,Entertainment,0
1240,Ati Chandran,+914866718644,Bhiwani,4094711246175781,2024-11-28 13:05:17,24316.58,Paytm Mall,Utilities,0
1241,Akshay Kashyap,+912570443073,Aizawl,4447049867110181,2024-08-31 08:27:30,34882.18,Reliance Digital,Recharge & Bills,0
1242,Riya Tella,9246924704,Vasai-Virar,4689974903043814,2025-01-10 05:52:56,17448.47,Paytm Mall,Entertainment,0
1243,Ojas Sheth,09170034374,Bhatpara,4018643231456517,2024-09-18 13:46:19,29974.13,Tata Cliq,Clothing,0
1244,Aarna Chopra,1190206071,Rewa,4674053625123118,2025-01-17 13:17:50,7835.77,Myntra,Entertainment,0
1245,Laban Mutti,01161599944,Haridwar,4005221442673538,2024-10-08 03:50:50,22758.54,Tata Cliq,Health & Wellness,0
1246,Anamika Mukhopadhyay,+912323585935,Tiruppur,4845537582682953,2024-03-27 18:44:20,44158.33,Snapdeal,Food & Dining,0
1247,Jalsa Lad,02524777744,Buxar,4288050750781973,2025-01-12 09:06:37,12015.45,Flipkart,Utilities,0
1248,Madhavi Mishra,6275537793,Ramagundam,4493046400606983,2025-02-06 19:33:48,9574.49,Paytm Mall,Utilities,0
1249,Caleb Chanda,00993247079,Sikar,4091210407254538,2024-10-24 16:06:26,14228.14,Swiggy,Food & Dining,0
1250,Yashoda Wali,04278952361,Gudivada,4517431603250395,2024-06-27 20:51:47,26207.71,Flipkart,Groceries,0
1251,Ikbal Tailor,4271832240,Kakinada,4964549595781271,2024-12-11 02:00:56,6575.74,Amazon India,Transport,0
1252,Hardik Buch,+918638110502,Katihar,4627617640404659,2024-11-17 06:07:52,9661.67,Amazon India,Recharge & Bills,0
1253,Shivansh Nadkarni,4337327839,Adoni,4074595282767740,2024-05-14 08:50:21,19491.08,Paytm Mall,Utilities,0
1254,Lekha Raja,03715573105,Kolkata,4151002607721433,2025-02-14 16:15:07,29556.02,Amazon India,Food & Dining,0
1255,Henry De,7341485027,Medininagar,4187309507933770,2025-01-28 13:44:36,35920.48,Amazon India,Transport,0
1256,Jairaj Vig,4523959602,Bhagalpur,4826800907220872,2024-04-06 15:09:34,46427.35,Flipkart,Travel,0
1257,Dakshesh Saraf,+919417502413,Nashik,4599875175790322,2024-05-19 19:48:41,3128.94,Tata Cliq,Health & Wellness,0
1258,Chavvi Nayak,+914972366946,Amroha,4886758755850959,2024-10-13 19:01:03,39733.05,Amazon India,Recharge & Bills,0
1259,Aashi Rattan,+911764349394,Khandwa,4865181420438453,2025-02-22 03:52:06,2128.59,Flipkart,Entertainment,0
1260,Gabriel Bhagat,06726418793,Siwan,4740788698585749,2024-10-31 11:36:37,10873.41,Tata Cliq,Electronics,0
1261,Aarna Koshy,08047040793,Hapur,4377012493164596,2024-09-23 00:19:49,11627.8,Swiggy,Transport,0
1262,Jacob Dhaliwal,06721230085,Guna,4875692692032731,2024-07-15 09:37:21,32878.14,Snapdeal,Clothing,0
1263,Gauri Swaminathan,3690303413,Sonipat,4915324256600982,2025-01-03 03:08:26,27951.27,Flipkart,Recharge & Bills,0
1264,Aryan Tara,06143370049,Morbi,4298568499770708,2024-08-16 23:38:01,22990.16,Swiggy,Electronics,0
1265,Vrishti Mitra,+915458661824,Aizawl,4436871638762153,2025-02-13 21:37:22,9101.79,Swiggy,Utilities,0
1266,Aarna Gera,+912233998215,Kanpur,4427853141988724,2024-08-13 21:45:51,7993.01,Snapdeal,Travel,0
1267,Indrajit Shetty,6604568939,Navi Mumbai,4132044845677153,2025-01-20 19:51:31,45134.0,Tata Cliq,Food & Dining,0
1268,Ira Dass,+918529645521,Bharatpur,4457677657666470,2024-08-04 12:03:18,20675.93,Swiggy,Food & Dining,0
1269,Anya Dhar,+910618506929,Ahmednagar,4499887829887272,2024-07-22 12:13:18,28200.92,Reliance Digital,Health & Wellness,0
1270,Aarini Kota,+913183933011,Danapur,4400672466390329,2025-01-09 04:43:45,46314.73,Myntra,Food & Dining,0
1271,Maya Chawla,01436974578,Ratlam,4065488558755246,2024-07-20 12:33:32,22430.24,Swiggy,Groceries,0
1272,Samar Pant,8641782560,Ghaziabad,4798387135566965,2025-02-07 23:19:22,49149.53,Snapdeal,Groceries,0
1273,Janaki Dada,09736799010,Shimla,4624694762936845,2024-04-26 19:48:13,49671.26,Myntra,Groceries,0
1274,Benjamin Mahal,06244622016,Khandwa,4909520387212153,2024-11-06 19:58:49,11172.15,Zomato,Groceries,0
1275,Aradhana Atwal,+910755984142,Ajmer,4339350824326253,2024-06-05 21:38:35,47173.06,Myntra,Utilities,0
1276,Aryan Dey,04043109077,Proddatur,4843507450933285,2024-03-25 11:34:34,28576.34,Snapdeal,Clothing,0
1277,Joshua Sawhney,07355481471,Pali,4353277376554761,2024-03-29 15:54:00,23072.45,Big Bazaar,Clothing,0
1278,Daniel Chaudhari,+914339062798,Dibrugarh,4615393929427027,2024-03-31 06:08:18,44492.31,Reliance Digital,Transport,0
1279,Manbir Sathe,09395571421,Bidar,4477339129903710,2024-11-26 21:59:28,15085.09,Snapdeal,Health & Wellness,0
1280,Bina Krishnamurthy,+912969142200,Jalgaon,4206591004436434,2024-08-03 19:42:59,10950.12,Flipkart,Food & Dining,0
1281,Tejas Guha,5300090063,Tiruvottiyur,4768352780878574,2024-04-14 19:11:33,8727.83,Snapdeal,Electronics,0
1282,Wyatt Mann,06332465684,Thanjavur,4775465861728475,2024-11-13 13:02:56,15089.62,Snapdeal,Health & Wellness,0
1283,Jagrati Patel,6560033752,Jehanabad,4635175735185170,2024-08-05 05:09:10,2890.54,Zomato,Food & Dining,0
1284,Jyoti Hora,02376604142,Aizawl,4484210922251451,2024-07-19 14:37:51,21771.79,Flipkart,Transport,0
1285,Sai Pathak,2439229501,Tezpur,4029708137229826,2024-04-20 19:04:05,42488.96,Amazon India,Health & Wellness,0
1286,Chaitaly Tara,07900782446,Katni,4284076953908786,2025-03-02 03:11:47,26266.73,Zomato,Utilities,0
1287,Eta Nayak,2562972669,Bhagalpur,4948360943868252,2025-02-19 02:23:47,16408.9,Reliance Digital,Clothing,0
1288,Wridesh Kulkarni,4666105149,Chandigarh,4572734689270472,2024-05-12 03:28:53,36605.77,Swiggy,Travel,0
1289,Anirudh Korpal,9518695613,Darbhanga,4686288688792443,2024-10-25 01:36:06,28805.22,Flipkart,Transport,0
1290,Ekansh Deshmukh,3779398012,Bhopal,4883318380169342,2024-09-02 13:52:00,39339.78,Big Bazaar,Clothing,0
1291,Robert Kibe,03140982127,South Dumdum,4631852002391525,2024-05-27 10:50:26,23845.15,Amazon India,Utilities,0
1292,Vedika Nagarajan,09000191765,Akola,4189672012959038,2024-04-11 09:43:35,4345.44,Tata Cliq,Health & Wellness,0
1293,Ishaan Shroff,0870272820,Meerut,4483438715154746,2024-08-20 13:07:55,6605.72,Big Bazaar,Travel,0
1294,Aryan Prasad,3241832527,Nanded,4938083491232166,2024-11-18 03:26:04,24444.27,Snapdeal,Transport,0
1295,Oliver Raju,00116781167,Bhavnagar,4202131167954289,2025-02-19 01:47:18,49854.23,Tata Cliq,Transport,0
1296,Chandani Chacko,05304053198,Aurangabad,4251538642673021,2024-05-09 22:10:27,13386.23,Swiggy,Food & Dining,0
1297,Sanya Bhatia,+917846797008,Nagpur,4507550848528463,2025-02-28 06:58:12,28843.31,Flipkart,Health & Wellness,0
1298,Saanvi Kibe,2829018320,Moradabad,4644058355017270,2024-05-08 07:47:11,17480.56,Zomato,Food & Dining,0
1299,Praneel Mitter,+916511747117,Singrauli,4213406368019901,2024-07-23 18:49:48,1307.92,Myntra,Clothing,0
1300,Darika Mishra,1388190114,Vellore,4857968863124073,2024-12-16 04:29:05,30849.43,Paytm Mall,Recharge & Bills,0
1301,Girindra Sengupta,04517702238,Chandrapur,4677619524960177,2024-03-19 14:51:27,2339.39,Reliance Digital,Transport,0
1302,Amrita Viswanathan,8735872729,Thrissur,4347827725320956,2024-11-06 12:14:13,7883.96,Flipkart,Electronics,0
1303,Bhavini Walla,04273983565,Mathura,4702409398663985,2024-07-02 05:08:29,12228.11,Snapdeal,Clothing,0
1304,Nakul Bhalla,+916633401421,Sikar,4886762273533402,2025-03-04 04:04:54,41024.68,Amazon India,Food & Dining,0
1305,Bhanumati Majumdar,05514344211,Bhind,4452636288623354,2024-08-29 20:53:33,5652.77,Paytm Mall,Travel,1
1306,Kritika Khanna,1512911647,Chandrapur,4494495742188425,2025-01-31 00:29:11,10529.58,Tata Cliq,Transport,0
1307,Kavya Dani,03007514518,Alwar,4429987247353991,2024-09-25 15:28:45,26210.97,Myntra,Utilities,0
1308,Zayan Ravel,03786243014,Ahmedabad,4923057824531087,2024-04-09 02:47:54,36523.19,Big Bazaar,Groceries,0
1309,Zilmil Swaminathan,0650614715,Kota,4696106963749128,2025-01-08 18:16:58,45311.41,Tata Cliq,Groceries,0
1310,Yasti Karan,2120861498,Ajmer,4250231600402721,2024-10-07 03:27:41,3099.49,Reliance Digital,Recharge & Bills,0
1311,Arunima Madan,+914607372386,Raichur,4079669978420016,2024-06-23 12:11:53,23301.54,Amazon India,Electronics,0
1312,Ayush Oak,07797983676,Nandyal,4285994757637980,2024-05-09 15:50:11,13638.39,Zomato,Electronics,1
1313,Harita Saraf,0285869660,Rajpur Sonarpur,4105939481504392,2024-03-26 02:10:47,43383.78,Swiggy,Transport,0
1314,Laksh Raghavan,04180245940,Medininagar,4476075121018427,2024-08-02 16:54:34,25476.16,Flipkart,Food & Dining,0
1315,Janani Naidu,03748525122,Suryapet,4565352437795077,2024-12-10 03:38:23,29895.61,Flipkart,Clothing,0
1316,Falak Edwin,+919674999020,Hazaribagh,4679017522792940,2024-10-08 23:08:18,48342.89,Tata Cliq,Groceries,1
1317,Upma Nagarajan,+918513976352,Erode,4407008415912421,2024-08-12 13:56:29,46121.28,Myntra,Food & Dining,0
1318,Faraj Biswas,9787372826,Madanapalle,4426204085206338,2024-06-14 18:53:25,37245.1,Amazon India,Food & Dining,0
1319,Bishakha Manda,+918436602093,Korba,4380419171603339,2024-03-28 05:15:42,17833.37,Myntra,Transport,0
1320,Omaja Oommen,06455459034,Srikakulam,4880210936767773,2024-08-28 03:24:33,48931.53,Myntra,Groceries,0
1321,Krishna Handa,3313514855,Madhyamgram,4435110269395533,2024-06-03 17:58:41,43946.0,Amazon India,Utilities,0
1322,Damini Tripathi,06216483427,Kulti,4264062606741513,2024-12-19 07:44:22,11356.58,Zomato,Health & Wellness,0
1323,Yashica Jhaveri,07125828488,Gudivada,4294069572520239,2024-12-17 01:27:53,4480.97,Swiggy,Utilities,0
1324,Ekanta Dhawan,+919004152428,Shimla,4951659919456446,2024-08-19 10:59:42,30661.17,Reliance Digital,Health & Wellness,0
1325,Caleb Kari,07250280041,Karawal Nagar,4547018977950140,2024-07-28 09:30:06,7722.18,Myntra,Recharge & Bills,0
1326,Gagan Rajan,05752754283,Kishanganj,4734603161340795,2024-10-30 12:12:10,27157.46,Reliance Digital,Clothing,0
1327,Janya Sagar,6166894093,Mathura,4785150668815570,2024-04-16 02:46:17,34234.03,Reliance Digital,Clothing,0
1328,Raghav Grover,+914518256961,Jodhpur,4460595516113390,2024-07-12 06:25:13,35286.31,Tata Cliq,Clothing,0
1329,Rudra Chada,6305270436,Bokaro,4697486978487982,2024-11-03 03:43:32,45459.2,Big Bazaar,Recharge & Bills,0
1330,Madhavi Jani,+919198637085,Kamarhati,4916423012746904,2024-04-16 10:05:05,15943.06,Tata Cliq,Utilities,0
1331,Mahika Mann,+919841040032,Kurnool,4062230635673577,2024-08-28 02:03:07,6007.53,Zomato,Clothing,0
1332,Yutika Dora,+913806958621,Kollam,4324827463523560,2024-04-04 20:57:22,38295.21,Swiggy,Health & Wellness,0
1333,Daksha Srinivasan,+918132659845,Nellore,4112817790366664,2024-06-01 05:21:19,37305.93,Myntra,Clothing,0
1334,Nachiket Krishna,5275671950,Meerut,4790294037535312,2024-11-15 20:18:01,5427.89,Big Bazaar,Groceries,0
1335,Xiti Parekh,+919838820151,Dharmavaram,4687807126524941,2025-01-07 09:41:37,30637.88,Myntra,Recharge & Bills,0
1336,Krish Ram,+919549029484,Jhansi,4776491361657658,2024-04-26 22:23:38,11622.48,Reliance Digital,Transport,0
1337,Jhalak Pal,6783239593,Kanpur,4577661388655007,2024-12-04 01:17:10,18027.14,Paytm Mall,Clothing,0
1338,Benjamin Sarma,+910203388112,Gangtok,4941270661853609,2024-12-03 10:44:24,30275.12,Zomato,Clothing,0
1339,Janaki Salvi,00719056574,Giridih,4676372037344833,2025-02-15 08:52:30,24623.14,Big Bazaar,Clothing,0
1340,Anika Sandal,8730588681,Nanded,4770546739316497,2024-03-06 15:47:57,1708.25,Amazon India,Entertainment,0
1341,Zaitra Behl,00146159700,Madurai,4312926625478004,2024-10-09 07:55:32,11205.46,Reliance Digital,Transport,0
1342,Vincent Bali,9413198596,Jabalpur,4073885467347439,2025-01-26 11:01:24,46362.45,Paytm Mall,Recharge & Bills,0
1343,Ronith Pandit,4094294125,Giridih,4213054284251115,2025-02-18 03:44:23,16312.29,Paytm Mall,Transport,0
1344,Ekavir Jaggi,00399783874,Jammu,4323887676606280,2024-10-14 15:30:24,38833.11,Snapdeal,Health & Wellness,0
1345,Xavier Uppal,+910715481851,Rajahmundry,4818363293970261,2024-12-21 13:25:53,19768.12,Snapdeal,Recharge & Bills,0
1346,Bahadurjit Kari,+912875740589,Patiala,4178605776771929,2024-12-03 00:13:41,32105.55,Amazon India,Utilities,0
1347,Kritika Naik,07136496745,Tirupati,4360677871924974,2024-11-16 17:10:39,22899.33,Amazon India,Transport,0
1348,Isaiah Verma,01115673385,Imphal,4375257448825260,2024-11-13 17:27:14,19841.0,Amazon India,Utilities,0
1349,Ekansh Kapoor,06502758603,Hapur,4646705068098389,2024-12-15 00:07:06,38281.48,Amazon India,Transport,0
1350,Faraj Nadig,07826388032,Ulhasnagar,4333892349524579,2024-03-25 06:48:32,19962.19,Myntra,Entertainment,0
1351,Upasna Bakshi,+918547872681,Bhilai,4161862869747626,2025-02-13 23:47:16,21180.86,Snapdeal,Groceries,0
1352,Yachana Patel,05541892588,Guwahati,4294123280625390,2024-06-09 20:00:03,45193.41,Paytm Mall,Travel,0
1353,Aditya Morar,09865716896,Tiruchirappalli,4003563032826733,2024-07-09 05:22:03,25082.82,Big Bazaar,Recharge & Bills,0
1354,Chandresh Viswanathan,2309258728,Tenali,4250862868564347,2024-08-21 16:04:33,34836.1,Big Bazaar,Health & Wellness,0
1355,Max Varkey,+913364908474,Mysore,4363163308460178,2024-05-04 17:05:57,22599.2,Big Bazaar,Travel,0
