TransactionID,CustomerName,City,TransactionDate,Amount,Merchant,Category,IsFraud
630,Vrishti Gara,Jabalpur,2024-11-09 23:41:37,30200.24,Reliance Digital,Travel,0
631,Ganga Karpe,Khandwa,2024-11-01 20:33:23,48232.27,Zomato,Entertainment,0
632,Shravya Chhabra,Tezpur,2024-09-04 23:36:45,31681.83,Snapdeal,Transport,0
633,Laksh Kulkarni,Proddatur,2025-01-24 14:15:00,14086.98,Swiggy,Food & Dining,0
634,Shivansh Gera,Udaipur,2025-02-24 17:48:51,28236.14,Snapdeal,Utilities,0
635,Libni Dara,Imphal,2024-11-20 05:50:07,38404.13,Amazon India,Travel,0
636,Bakhshi Aggarwal,Aurangabad,2024-07-05 08:14:32,10561.45,Myntra,Electronics,0
637,Umang Manda,Nagaon,2024-12-04 19:13:39,39803.28,Swiggy,Travel,0
638,Nathaniel Rama,Chittoor,2024-10-31 23:07:46,15211.35,Myntra,Clothing,0
639,Jonathan Bains,Vijayawada,2024-03-13 13:06:39,39474.93,Flipkart,Travel,0
640,Lakshit Sura,Durgapur,2024-12-03 16:16:06,24013.81,Swiggy,Utilities,0
641,Henry Pal,Cuttack,2024-06-15 22:17:26,46027.57,Swiggy,Utilities,1
642,Arya Singhal,Nanded,2024-05-25 12:27:06,48424.56,Tata Cliq,Recharge & Bills,0
643,Gavin D’Alia,Varanasi,2024-10-08 21:44:38,4340.6,Reliance Digital,Food & Dining,0
644,Aahana Chadha,Guntakal,2024-03-06 06:09:38,30672.63,Snapdeal,Health & Wellness,0
645,Fitan Kala,South Dumdum,2024-05-21 23:44:59,16646.68,Swiggy,Electronics,1
646,Radhika Barad,Motihari,2025-02-02 06:05:14,13011.04,Tata Cliq,Utilities,0
647,Chandresh Ramaswamy,Bangalore,2025-02-27 11:37:51,34414.45,Reliance Digital,Travel,0
648,Girish Bahl,Muzaffarpur,2024-08-31 03:55:37,23206.85,Snapdeal,Utilities,0
649,Chandresh Brar,Bahraich,2025-02-01 10:23:47,49885.37,Paytm Mall,Electronics,0
650,Dominic Bava,Karnal,2025-02-22 05:16:24,46035.32,Flipkart,Electronics,0
651,Owen Parmer,Vellore,2024-11-13 10:25:37,36534.52,Zomato,Entertainment,0
652,Wyatt Srinivas,Delhi,2024-06-14 12:25:39,39235.07,Tata Cliq,Travel,0
653,Aadhya De,Muzaffarnagar,2024-07-29 20:17:25,4971.39,Paytm Mall,Food & Dining,0
654,Yashvi Kulkarni,Ichalkaranji,2024-10-06 07:33:09,2329.68,Flipkart,Groceries,0
655,Megha Batra,Rohtak,2024-07-03 12:21:59,32433.7,Big Bazaar,Transport,0
656,Om Chaudhary,Buxar,2024-05-16 21:16:52,27640.32,Zomato,Utilities,0
657,Upma Ganesh,Jabalpur,2024-10-11 10:29:05,23156.5,Swiggy,Clothing,0
658,Nicholas Agarwal,Nizamabad,2024-05-08 18:15:27,32899.66,Swiggy,Groceries,0
659,Jonathan Arya,Warangal,2024-12-01 17:59:09,44166.56,Paytm Mall,Recharge & Bills,0
660,Hemangini Kashyap,Lucknow,2024-03-05 14:09:03,322.06,Reliance Digital,Transport,0
661,Adya Kota,Kochi,2025-01-03 09:27:28,35217.61,Flipkart,Recharge & Bills,0
662,Michael Chad,Gandhidham,2024-12-01 11:41:54,43611.77,Big Bazaar,Food & Dining,0
663,Kai Ganguly,Miryalaguda,2024-08-27 15:15:16,22931.77,Myntra,Travel,0
664,Deepa Chad,Jaunpur,2024-11-07 19:32:44,31991.52,Snapdeal,Health & Wellness,0
665,Nidra Bala,Thanjavur,2025-01-27 22:21:00,29391.54,Zomato,Food & Dining,0
666,Jonathan Brar,Mau,2024-05-24 11:44:54,30906.4,Myntra,Recharge & Bills,0
667,Laban Khatri,Shahjahanpur,2024-08-27 11:23:10,33638.29,Zomato,Electronics,0
668,Ayushman Walla,Tiruchirappalli,2025-02-19 21:23:48,5935.75,Zomato,Clothing,0
669,Nihal Bakshi,Silchar,2024-09-13 13:40:48,20970.13,Big Bazaar,Recharge & Bills,0
670,Eshana Venkataraman,Madhyamgram,2024-03-14 00:25:00,9369.11,Tata Cliq,Clothing,0
671,Rushil Dara,Ramgarh,2025-02-20 06:27:48,24533.14,Big Bazaar,Clothing,0
672,Aarav Mani,Visakhapatnam,2024-05-17 07:09:06,22604.95,Amazon India,Food & Dining,0
673,Lakshmi Barad,Hubli–Dharwad,2025-01-20 17:13:20,24281.99,Reliance Digital,Health & Wellness,0
674,Lucky Edwin,Udaipur,2024-11-27 18:27:26,25321.36,Paytm Mall,Health & Wellness,0
675,Christopher Magar,Kishanganj,2024-03-30 08:39:14,20839.96,Paytm Mall,Travel,0
676,Libni Bhatnagar,Chandigarh,2024-11-14 13:32:52,28313.35,Reliance Digital,Entertainment,1
677,Shravya Taneja,Madurai,2024-05-25 14:45:43,11319.69,Myntra,Clothing,0
678,Nidra Bansal,Mira-Bhayandar,2024-10-10 11:41:26,28325.96,Paytm Mall,Utilities,0
679,Samaksh D’Alia,Amravati,2024-11-04 12:16:29,28678.43,Myntra,Utilities,0
680,Varsha Amble,Mehsana,2025-01-08 23:30:51,18406.4,Amazon India,Travel,0
681,Bachittar Bajaj,Tadepalligudem,2025-01-31 15:28:10,49489.81,Flipkart,Transport,0
682,Abhiram Gola,Vijayawada,2024-10-20 23:40:29,49965.7,Paytm Mall,Entertainment,0
683,Adweta Master,Narasaraopet,2024-06-28 09:49:13,40854.76,Paytm Mall,Electronics,0
684,Champak Narasimhan,Kulti,2024-04-30 05:02:32,11923.61,Snapdeal,Food & Dining,0
685,Bhavini Sachar,Tezpur,2024-07-17 12:29:46,30552.06,Swiggy,Clothing,0
686,Gauri Ramaswamy,Vijayawada,2024-05-22 17:02:42,39263.98,Reliance Digital,Groceries,0
687,Chanakya Jayaraman,South Dumdum,2025-03-02 09:52:45,26660.81,Snapdeal,Utilities,0
688,Lohit Mand,Agra,2024-10-04 21:50:25,48952.11,Myntra,Entertainment,0
689,Pratyush Sen,Guntur,2024-08-03 06:10:40,47624.63,Tata Cliq,Electronics,0
690,Priya Shan,Malegaon,2024-03-30 18:27:24,37529.7,Swiggy,Groceries,0
691,Chakradhar Datta,Faridabad,2024-06-17 15:47:17,43365.67,Big Bazaar,Clothing,0
692,Aishani Bedi,Bokaro,2025-01-03 23:27:11,35598.6,Reliance Digital,Health & Wellness,0
693,Siya Bose,Sri Ganganagar,2024-06-09 05:04:06,28913.53,Myntra,Health & Wellness,0
694,Isha Gokhale,Muzaffarnagar,2024-10-31 00:43:30,3868.26,Flipkart,Health & Wellness,0
695,Rehaan Hayer,Danapur,2025-02-08 20:46:47,13983.46,Zomato,Travel,0
696,Watika Kurian,Bidhannagar,2024-05-17 01:12:31,16431.74,Amazon India,Electronics,0
697,Ayaan Pillay,Gudivada,2024-04-28 12:33:03,22976.62,Zomato,Electronics,0
698,Faqid Nayak,Siwan,2024-08-19 00:47:35,19946.02,Swiggy,Transport,0
699,Yasti Chowdhury,Vasai-Virar,2024-12-20 10:08:50,16210.97,Myntra,Food & Dining,0
700,Riya Vohra,Bikaner,2024-10-11 20:11:56,6616.65,Paytm Mall,Food & Dining,0
701,Nihal Kulkarni,Jamnagar,2024-03-22 03:05:02,38136.48,Amazon India,Electronics,0
702,Rachana Sami,Tinsukia,2024-03-26 14:39:11,41851.44,Amazon India,Electronics,0
703,Omisha Garg,Latur,2024-10-05 06:59:29,7983.38,Paytm Mall,Groceries,0
704,Peter Rao,Kollam,2025-02-10 11:57:08,21447.19,Big Bazaar,Entertainment,0
705,Nidra Subramaniam,Shimoga,2024-12-04 12:35:39,46643.01,Myntra,Electronics,0
706,Chandani Palla,Pudukkottai,2024-10-15 13:06:03,12594.42,Zomato,Clothing,0
707,Radhika Andra,Bhusawal,2024-05-30 06:34:13,31317.65,Reliance Digital,Health & Wellness,0
708,Bhavani Ravi,Berhampore,2024-06-11 11:11:14,35214.53,Amazon India,Transport,0
709,Yutika Ramesh,Ramagundam,2024-03-08 07:18:25,6721.72,Reliance Digital,Utilities,0
710,Benjamin Narayan,Vijayanagaram,2024-10-06 05:18:11,563.42,Zomato,Electronics,0
711,Samar Badal,Sultan Pur Majra,2025-02-12 13:38:51,21173.47,Big Bazaar,Travel,0
712,Champak Kashyap,Bhusawal,2025-02-12 13:11:29,19215.19,Flipkart,Electronics,0
713,Pavani Gokhale,Panchkula,2024-04-26 15:30:19,44061.35,Big Bazaar,Health & Wellness,0
714,Umang Munshi,Delhi,2025-01-27 20:08:50,37682.57,Big Bazaar,Clothing,0
715,Hiral Nagi,Salem,2024-11-09 00:08:30,28208.23,Snapdeal,Clothing,0
716,George Kuruvilla,Dehri,2024-07-23 13:12:03,36149.36,Big Bazaar,Health & Wellness,0
717,Vrinda Uppal,Saharsa,2024-07-11 22:29:13,22174.96,Reliance Digital,Electronics,0
718,Bhavika Saran,Kamarhati,2024-05-19 16:53:41,7086.66,Flipkart,Recharge & Bills,0
719,Saanvi Radhakrishnan,Gandhinagar,2024-04-07 11:57:08,17641.63,Swiggy,Food & Dining,0
720,Vedant Badal,Tirunelveli,2024-07-14 14:55:58,12464.54,Flipkart,Transport,0
721,Falguni Pall,Siwan,2025-01-18 10:25:11,30040.39,Snapdeal,Entertainment,0
722,Falguni Chaudhary,Ludhiana,2025-02-23 04:05:52,34554.76,Myntra,Transport,0
723,Advay Bajaj,Karaikudi,2025-02-23 09:03:06,25525.18,Swiggy,Entertainment,0
724,Anmol Dara,Guntur,2024-04-22 14:39:32,39211.7,Reliance Digital,Travel,0
725,Darsh Deshmukh,Kolhapur,2024-06-22 12:47:54,12129.98,Snapdeal,Electronics,0
726,Ekanta Sani,Tezpur,2024-11-02 19:52:49,48887.08,Zomato,Food & Dining,0
727,Tanmayi Bala,Burhanpur,2024-09-09 06:35:01,43054.62,Snapdeal,Health & Wellness,0
728,Brijesh Prakash,Morbi,2025-01-20 02:58:02,34178.81,Paytm Mall,Electronics,1
729,Anthony Sabharwal,Srikakulam,2024-07-05 13:48:00,3469.88,Myntra,Transport,1
730,Jagdish Cherian,Tiruppur,2024-03-12 17:31:53,3117.4,Swiggy,Utilities,0
731,Advik Chowdhury,Rourkela,2024-12-08 02:27:58,35660.19,Swiggy,Health & Wellness,0
732,Daksh Talwar,Allahabad,2024-03-30 05:04:18,4213.15,Tata Cliq,Utilities,0
733,Samarth Goswami,Gurgaon,2024-06-11 19:06:09,13945.64,Myntra,Electronics,0
734,Manthan Rastogi,Coimbatore,2024-09-04 21:33:33,10239.55,Big Bazaar,Utilities,0
735,Laban Nath,Nanded,2024-09-12 16:21:40,29363.21,Flipkart,Entertainment,0
736,Diya Mammen,Bardhaman,2024-03-14 03:49:11,36524.92,Reliance Digital,Groceries,0
737,Pratyush Kala,Tadepalligudem,2024-04-29 10:05:22,46238.92,Flipkart,Travel,0
738,Krish Madan,Imphal,2024-12-09 04:00:16,2845.93,Big Bazaar,Electronics,1
739,Ubika Raghavan,Proddatur,2024-04-22 18:03:45,6946.87,Amazon India,Clothing,0
740,Maya Datta,Kochi,2024-08-08 05:40:24,17400.59,Tata Cliq,Entertainment,0
741,Akshay Parmer,Jalna,2024-11-26 00:12:42,6433.84,Myntra,Electronics,0
742,Aarnav Bajaj,Tadipatri,2024-04-19 17:26:51,1564.88,Swiggy,Entertainment,0
743,Yutika Malhotra,Ratlam,2024-03-24 03:27:32,13221.19,Snapdeal,Electronics,0
744,Samar Naik,Anantapuram,2024-03-31 00:54:50,25588.02,Amazon India,Travel,0
745,Lakshit Kapadia,Mehsana,2024-11-26 22:34:23,8427.38,Big Bazaar,Entertainment,0
746,Nathaniel Chandra,Buxar,2024-06-26 21:40:34,44723.99,Flipkart,Transport,0
747,Joshua Kibe,Etawah,2024-03-25 08:32:19,228.17,Amazon India,Transport,1
748,Dalaja Goel,Chennai,2024-12-11 04:31:40,18262.43,Big Bazaar,Clothing,0
749,Eesha Chaudhuri,Silchar,2024-05-09 03:09:51,42888.51,Tata Cliq,Health & Wellness,0
750,Nathaniel Bhasin,Barasat,2025-01-20 18:11:45,12488.33,Zomato,Entertainment,0
751,Rachita Krishnan,Amravati,2024-04-07 05:02:21,28619.64,Flipkart,Utilities,0
752,Bhavna Tella,Rampur,2024-05-30 23:38:31,2728.34,Reliance Digital,Utilities,0
753,Jagat Ratti,Meerut,2025-02-02 16:45:56,47708.56,Flipkart,Travel,0
754,Bachittar Arya,Ranchi,2025-01-12 02:30:58,38699.02,Myntra,Food & Dining,0
755,Jai Bose,Nagaon,2025-02-25 06:03:38,22891.63,Zomato,Transport,0
756,Mohammed Dayal,Ambattur,2024-04-16 14:29:01,39246.91,Snapdeal,Transport,0
757,Omkaar Kurian,Yamunanagar,2024-03-16 16:38:51,29625.38,Paytm Mall,Transport,0
758,Lucky Chakraborty,Davanagere,2024-06-07 23:16:48,27373.31,Reliance Digital,Clothing,1
759,Yahvi Bhatti,Siliguri,2025-01-30 15:02:07,20560.8,Reliance Digital,Utilities,0
760,Girik Aggarwal,Bhilai,2024-07-02 19:20:26,41994.74,Amazon India,Food & Dining,1
761,Widisha Toor,Surat,2024-06-03 10:15:01,32899.46,Myntra,Electronics,0
762,Samar Bhat,Navi Mumbai,2024-03-15 01:51:39,49157.48,Swiggy,Travel,0
763,Neel Gera,Sultan Pur Majra,2024-07-31 08:04:44,48630.71,Big Bazaar,Entertainment,0
764,Vamakshi Sahni,Vellore,2025-02-25 02:10:04,46071.59,Tata Cliq,Health & Wellness,0
765,Maanav Som,Pondicherry,2025-01-04 13:52:21,18687.35,Flipkart,Recharge & Bills,0
766,Wyatt Vyas,Akola,2024-12-03 01:19:50,6762.34,Swiggy,Electronics,0
767,Nakul Prabhu,Khandwa,2024-03-26 16:27:11,3207.91,Big Bazaar,Transport,0
768,Faras Bhat,Thane,2024-06-16 19:08:13,42560.59,Swiggy,Food & Dining,0
769,Ridhi Dutta,Anantapur,2024-05-30 09:56:08,13670.6,Flipkart,Transport,0
770,Wakeeta Gole,Allahabad,2024-12-01 14:23:02,38530.32,Flipkart,Clothing,0
771,Arin Sethi,Gulbarga,2024-06-15 07:08:05,22533.38,Zomato,Health & Wellness,0
772,Aashi Banerjee,Secunderabad,2024-03-17 02:52:07,17978.54,Reliance Digital,Travel,0
773,Yamini Mane,Mira-Bhayandar,2025-01-30 15:22:40,13323.9,Flipkart,Electronics,0
774,Maya Munshi,Ongole,2024-08-24 00:43:05,34334.14,Snapdeal,Groceries,0
775,Hema Chaudhari,Warangal,2025-02-17 15:35:07,42843.01,Big Bazaar,Electronics,0
776,Avi Agrawal,Rajkot,2024-08-25 16:13:04,48423.16,Swiggy,Utilities,1
777,Zansi Sathe,Tiruchirappalli,2024-11-18 04:35:50,15012.15,Big Bazaar,Groceries,0
778,Rushil Joshi,Mau,2024-11-05 17:00:09,42744.61,Tata Cliq,Utilities,0
779,Rajeshri Sridhar,Farrukhabad,2024-12-30 09:15:44,23155.96,Big Bazaar,Electronics,1
780,Nidra Ganguly,Ujjain,2024-05-14 16:12:30,41535.58,Reliance Digital,Clothing,0
781,Nimrat Rastogi,Thane,2024-03-19 21:49:09,20089.03,Flipkart,Recharge & Bills,0
782,Ubika Chander,Agra,2024-05-05 17:33:48,45879.69,Flipkart,Groceries,0
783,Eshana Kari,Davanagere,2024-03-08 11:28:25,9967.74,Paytm Mall,Clothing,0
784,Jackson Hegde,Chandrapur,2025-02-16 23:11:30,42379.04,Zomato,Electronics,1
785,Ranbir Gera,Mehsana,2024-04-07 01:53:20,23103.65,Big Bazaar,Recharge & Bills,0
786,Kala Kar,Shimoga,2024-07-21 20:46:24,36249.1,Paytm Mall,Groceries,0
787,Amol Bali,Durg,2024-06-03 12:32:23,21390.53,Zomato,Transport,0
788,Aahana Sachdeva,Hazaribagh,2025-02-08 15:11:21,13821.59,Paytm Mall,Clothing,1
789,Bina Keer,Rajpur Sonarpur,2024-08-01 00:15:38,30996.91,Reliance Digital,Entertainment,0
790,Avni Bumb,Munger,2025-02-12 06:38:19,44150.65,Paytm Mall,Groceries,0
791,Chasmum Devi,Vellore,2025-01-27 20:40:55,19212.46,Swiggy,Transport,0
792,Nathaniel Swaminathan,Aizawl,2025-01-24 10:08:47,39880.18,Reliance Digital,Utilities,0
793,Isaiah Mandal,Siwan,2024-11-26 07:22:34,49471.24,Zomato,Travel,0
794,Faqid Shukla,Tiruvottiyur,2024-11-30 07:15:24,24285.51,Snapdeal,Utilities,0
795,Nitara Misra,Rewa,2024-03-25 14:17:25,13594.74,Amazon India,Food & Dining,0
796,Qarin Sibal,Bhubaneswar,2024-09-20 23:53:31,1562.24,Myntra,Groceries,0
797,Oviya Hayer,Chennai,2024-03-26 12:50:26,23637.05,Zomato,Recharge & Bills,0
798,Januja Kothari,Mumbai,2024-05-30 00:10:08,48701.6,Flipkart,Transport,0
799,Jhalak Mallick,Panchkula,2024-12-01 06:54:31,13399.7,Amazon India,Transport,0
800,Bhanumati Borah,Udaipur,2024-10-25 03:54:52,49134.97,Swiggy,Food & Dining,0
801,Krishna Dubey,Shimla,2024-05-16 22:12:03,49577.94,Big Bazaar,Clothing,0
802,Girish Narang,Jabalpur,2025-02-15 03:14:28,15968.42,Zomato,Recharge & Bills,1
803,Anay Jayaraman,Khammam,2024-06-29 04:17:35,35057.98,Snapdeal,Recharge & Bills,0
804,Pooja Sangha,Rewa,2024-03-16 12:00:35,47423.59,Paytm Mall,Utilities,0
805,Michael Mannan,Ongole,2024-07-11 20:57:13,24572.78,Flipkart,Groceries,0
806,Praneel Bath,Jaunpur,2024-08-14 05:01:24,11018.57,Tata Cliq,Travel,1
807,Ojasvi Dave,Proddatur,2024-03-14 10:32:23,45903.02,Reliance Digital,Clothing,0
808,Irya Upadhyay,Ambarnath,2024-10-25 10:26:04,8955.25,Zomato,Groceries,1
809,Jacob Zacharia,Singrauli,2024-07-06 07:55:33,29371.8,Big Bazaar,Electronics,0
810,Nakul Nigam,Pimpri-Chinchwad,2024-08-03 14:33:16,43047.41,Flipkart,Food & Dining,0
811,Om Barman,Pali,2024-09-08 00:50:25,33140.76,Snapdeal,Electronics,0
812,Isaac Rau,Morena,2024-11-15 01:33:31,16197.9,Big Bazaar,Health & Wellness,0
813,Yagnesh Magar,Bharatpur,2025-01-18 00:59:49,48037.04,Zomato,Clothing,0
814,Zansi Rattan,Varanasi,2025-02-19 15:42:11,28142.67,Snapdeal,Food & Dining,0
815,Daniel Khalsa,Uluberia,2024-04-19 09:34:06,29488.61,Big Bazaar,Health & Wellness,0
816,Ikshita Tailor,Baranagar,2025-02-02 15:22:15,34456.07,Big Bazaar,Clothing,0
817,Barkha Narayanan,Satna,2024-05-25 13:17:01,47444.53,Snapdeal,Health & Wellness,0
818,Oviya Ravi,Kolkata,2024-08-25 19:23:42,38564.44,Snapdeal,Groceries,0
819,Praneel Kumer,Bilaspur,2024-07-27 11:46:36,15979.02,Snapdeal,Transport,0
820,Charita Ravel,Bilaspur,2024-08-05 23:34:24,5295.1,Paytm Mall,Clothing,0
821,Harish Grewal,Rajpur Sonarpur,2025-01-30 17:27:05,3982.55,Zomato,Food & Dining,0
822,Aarna Gandhi,South Dumdum,2024-07-28 12:24:19,44277.48,Flipkart,Food & Dining,0
823,Warda Bobal,Tiruvottiyur,2024-05-25 23:07:50,13334.1,Reliance Digital,Electronics,0
824,Bhavani Korpal,Aurangabad,2024-03-05 22:29:12,39372.3,Amazon India,Groceries,0
825,Gautami Munshi,Shimla,2024-07-29 10:40:57,36655.97,Big Bazaar,Health & Wellness,0
826,Akshay Baral,Shimoga,2025-01-20 23:12:08,18997.76,Tata Cliq,Health & Wellness,0
827,Aarini Toor,Junagadh,2025-01-05 02:47:51,24026.51,Snapdeal,Transport,0
828,Hemang Narayan,Ujjain,2025-01-11 07:49:03,3778.1,Amazon India,Entertainment,1
829,Kabir Jayaraman,Yamunanagar,2025-01-27 12:08:47,13130.27,Flipkart,Electronics,0
830,Sachi Luthra,Dhanbad,2024-09-20 14:19:36,44407.77,Big Bazaar,Electronics,0
831,Arunima Narayanan,Chinsurah,2024-11-25 06:10:21,44916.4,Flipkart,Food & Dining,0
832,Lavanya Pandit,Sagar,2024-04-01 03:44:03,30720.87,Paytm Mall,Groceries,0
833,Yatan Rege,Thoothukudi,2024-08-27 06:07:11,32716.4,Snapdeal,Health & Wellness,0
834,Vamakshi Sundaram,Phagwara,2024-11-07 05:33:53,5152.76,Reliance Digital,Transport,0
835,Udant Krishnamurthy,Gopalpur,2024-07-07 11:16:51,27750.21,Tata Cliq,Entertainment,0
836,Mitesh Baria,Raipur,2025-01-26 09:28:57,14940.29,Flipkart,Groceries,0
837,Yoshita Malhotra,Parbhani,2025-02-06 19:35:03,27528.17,Paytm Mall,Clothing,0
838,Kamya Chanda,Vijayanagaram,2024-05-26 10:29:20,290.4,Flipkart,Entertainment,0
839,Vedant Sinha,Kirari Suleman Nagar,2024-05-02 07:22:34,31292.04,Paytm Mall,Transport,0
840,Sneha Kade,Uluberia,2024-09-30 11:45:08,10426.95,Myntra,Electronics,0
841,Mohini Buch,Bhatpara,2024-03-11 00:43:05,5863.9,Swiggy,Travel,0
842,Vasana Din,Narasaraopet,2024-04-24 17:09:51,33085.9,Flipkart,Utilities,0
843,Sanaya Arya,Gandhidham,2024-07-13 20:37:00,18613.92,Swiggy,Food & Dining,0
844,Henry Bose,Jorhat,2024-07-25 05:56:52,2326.38,Paytm Mall,Travel,0
845,Vincent Mittal,Ahmednagar,2025-02-06 18:49:25,41870.23,Snapdeal,Groceries,0
846,Isha Tara,Agra,2025-02-04 19:13:46,34853.9,Flipkart,Electronics,0
847,Aachal Yogi,Pali,2024-03-31 06:07:26,40428.19,Swiggy,Recharge & Bills,0
848,Agastya Edwin,Panipat,2024-03-05 14:37:53,3143.09,Swiggy,Utilities,0
849,Wyatt Jaggi,Vijayanagaram,2024-08-08 18:45:40,26822.17,Paytm Mall,Recharge & Bills,0
850,Azad Desai,Begusarai,2024-06-20 09:19:39,23865.49,Flipkart,Health & Wellness,0
851,Jai Mahal,Raebareli,2025-01-14 16:38:10,35743.85,Tata Cliq,Recharge & Bills,0
852,Lakshmi Natt,Indore,2025-01-02 06:46:08,40042.47,Snapdeal,Clothing,0
853,Veer Acharya,Jalna,2024-04-28 02:30:10,37883.72,Big Bazaar,Clothing,0
854,Bimala Atwal,Dehri,2024-04-25 12:20:43,40442.19,Big Bazaar,Groceries,0
855,Zashil Karnik,Jalandhar,2025-03-03 21:01:03,49415.17,Swiggy,Transport,0
856,Rudra Konda,Meerut,2025-02-02 21:45:07,31398.59,Snapdeal,Entertainment,0
857,Varsha Bansal,Kulti,2024-08-08 06:09:26,36382.44,Flipkart,Electronics,0
858,Krishna Dey,Rajahmundry,2024-03-22 19:06:36,19928.01,Zomato,Entertainment,0
859,Bhanumati Nath,Malegaon,2025-01-21 17:49:08,45866.38,Amazon India,Recharge & Bills,0
860,Aradhana Patel,Thoothukudi,2024-11-02 05:37:46,39106.11,Flipkart,Health & Wellness,0
861,Theodore Krish,Dhule,2024-09-04 01:26:22,28373.04,Snapdeal,Electronics,0
862,Finn Dugar,Orai,2024-07-14 00:40:34,28177.92,Flipkart,Entertainment,0
863,Ojasvi Char,Lucknow,2024-10-26 18:07:28,44018.78,Swiggy,Entertainment,0
864,Logan Raju,Mango,2024-10-05 13:53:10,24330.68,Snapdeal,Travel,1
865,Charita Apte,Hubli–Dharwad,2024-08-30 02:51:08,13843.17,Big Bazaar,Recharge & Bills,0
866,Ayaan Comar,Darbhanga,2024-05-09 09:58:50,34713.7,Amazon India,Health & Wellness,0
867,Wakeeta Kalita,Nagpur,2024-04-01 02:30:03,16641.55,Reliance Digital,Groceries,0
868,Yatin Manne,Imphal,2024-10-24 08:21:59,46049.67,Zomato,Groceries,0
869,Hardik Chadha,Nanded,2024-07-08 06:27:26,39703.24,Myntra,Entertainment,0
870,Vritti Rai,Nadiad,2024-09-05 11:57:59,42925.92,Flipkart,Transport,0
871,Nirja Sant,Mehsana,2024-07-11 05:01:19,48713.55,Paytm Mall,Food & Dining,0
872,Pooja Ramakrishnan,Bhiwani,2024-09-24 15:14:32,20896.96,Flipkart,Transport,0
873,Janaki Ravel,Korba,2024-08-08 10:44:18,45680.3,Swiggy,Travel,0
874,Anita Chaudhry,Etawah,2024-10-23 07:02:42,43372.73,Amazon India,Utilities,0
875,Reyansh Parmar,Mahbubnagar,2024-07-09 08:42:38,3374.29,Tata Cliq,Health & Wellness,0
876,Abhimanyu Sarkar,Panvel,2024-10-20 09:32:48,42579.64,Snapdeal,Groceries,0
877,Adweta Mani,Lucknow,2024-12-24 23:49:31,43771.51,Reliance Digital,Groceries,0
878,Zashil Khatri,Guntakal,2024-12-11 04:20:04,22876.79,Zomato,Transport,0
879,Alexander Purohit,Varanasi,2024-09-22 08:20:39,41192.96,Tata Cliq,Health & Wellness,0
880,Thomas Bahri,Barasat,2024-04-27 20:16:21,6281.26,Amazon India,Transport,0
881,Anusha Buch,Satna,2024-03-06 07:41:19,29742.78,Big Bazaar,Travel,0
882,Tanay Kant,Loni,2024-03-28 07:51:37,17553.02,Big Bazaar,Entertainment,0
883,Chakrika Dugar,New Delhi,2024-04-11 23:56:44,34473.64,Myntra,Groceries,0
884,Xiti Bath,Gangtok,2024-10-18 04:36:44,8229.08,Snapdeal,Transport,0
885,Qushi Chaudhary,Delhi,2024-05-14 20:27:34,32404.26,Reliance Digital,Entertainment,0
886,Bhavani Narula,Srikakulam,2025-02-23 05:26:55,25712.73,Amazon India,Travel,0
887,Gabriel Nagi,Katni,2024-03-14 18:16:34,32403.84,Snapdeal,Groceries,0
888,Nachiket Bora,Saharanpur,2024-09-29 20:30:19,30456.36,Myntra,Entertainment,0
889,Aashi Sarkar,Pallavaram,2024-05-23 22:18:07,18886.13,Zomato,Travel,0
890,Ira Gade,South Dumdum,2025-01-14 19:10:38,23388.23,Tata Cliq,Recharge & Bills,0
891,Pooja Dutta,Haridwar,2024-08-22 20:20:39,5205.37,Tata Cliq,Food & Dining,0
892,Ekaja Bains,Junagadh,2024-05-13 02:39:56,29729.25,Myntra,Entertainment,0
893,Kashvi Dada,Bidhannagar,2025-01-31 16:06:31,24138.75,Zomato,Entertainment,0
894,Niharika Kanda,Kadapa,2024-08-05 00:52:23,43088.43,Myntra,Entertainment,0
895,Nidra Tara,Nagpur,2025-01-05 06:26:00,25912.95,Reliance Digital,Groceries,0
896,Faras Chokshi,Baranagar,2024-03-23 20:31:37,40137.95,Snapdeal,Health & Wellness,0
897,Rayaan Vig,Thiruvananthapuram,2025-01-22 05:19:15,34069.71,Amazon India,Travel,0
898,Baljiwan Dubey,Ambarnath,2024-03-18 11:39:07,13045.37,Swiggy,Health & Wellness,0
899,Nathaniel Sachdev,Panvel,2024-11-17 08:08:25,1862.42,Snapdeal,Transport,0
900,Barkha Dutta,Khandwa,2024-12-28 16:29:43,35697.13,Tata Cliq,Travel,0
901,Qushi Kapadia,Aligarh,2024-09-06 11:45:43,33626.24,Tata Cliq,Entertainment,0
902,Upasna Shah,Mumbai,2024-09-08 08:24:41,42047.87,Tata Cliq,Clothing,0
903,Ikshita Sule,Bharatpur,2025-02-12 12:11:18,23591.97,Myntra,Utilities,0
904,Amol Badal,South Dumdum,2024-12-31 23:51:38,9235.11,Zomato,Electronics,0
905,Gaurika Tailor,Bangalore,2024-03-23 21:55:42,11244.06,Myntra,Health & Wellness,0
906,Thomas Nagar,Chittoor,2025-02-24 04:25:21,16632.73,Myntra,Recharge & Bills,0
907,Pallavi Patla,Ramagundam,2025-01-15 20:55:05,42575.57,Paytm Mall,Groceries,0
908,Ati Joshi,Khora ,2024-03-13 19:46:01,29220.37,Snapdeal,Electronics,0
